管理番号,消火器種別,所在,経度,緯度,備考
千台-5-1,強化液消火器（３型）,東京都台東区上野3-2-2,139.7730933,35.70295461,
台文-1-1,強化液消火器（３型）,東京都台東区上野1-19-10,139.7723187,35.70716089,
台文-1-2,強化液消火器（３型）,東京都台東区上野1-16-20,139.7709763,35.70727561,
台文-3-1,強化液消火器（３型）,東京都台東区池之端1-2-18,139.7681683,35.71015341,
台文-3-2,強化液消火器（３型）,東京都台東区池之端1-2-23,139.7685895,35.70934804,
台文-3-3,強化液消火器（３型）,東京都台東区池之端1-2-2,139.7690182,35.70888361,
台荒-1-1,強化液消火器（３型）,東京都台東区谷中7-21,139.7693651,35.72782579,
台荒-1-2,強化液消火器（３型）,東京都台東区谷中7-18-18,139.7687019,35.72765139,
谷中-1,粉末消火器（５０型）,東京都台東区谷中3-24-1,139.7636905,35.73086441,
谷中-2,粉末消火器（５０型）,東京都台東区谷中3-19-14,139.7640156,35.73009612,
谷中-3,粉末消火器（５０型）,東京都台東区谷中3-18-5,139.7644084,35.72924936,
谷中-4,粉末消火器（５０型）,東京都台東区谷中3-14-17,139.7650253,35.72915306,
谷中-5,粉末消火器（５０型）,東京都台東区谷中3-13-18,139.7649654,35.72831621,
谷中-6,粉末消火器（５０型）,東京都台東区谷中3-11-3,139.7659703,35.72728402,
谷中-7,粉末消火器（５０型）,東京都台東区谷中3-9-2,139.7652005,35.72662579,
谷中-8,粉末消火器（５０型）,東京都台東区谷中5-6-14,139.7664733,35.72599142,
谷中-9,粉末消火器（５０型）,東京都台東区谷中3-6-5,139.7655328,35.72567821,
谷中-10,粉末消火器（５０型）,東京都台東区谷中3-6-5,139.7654869,35.72569377,
谷中-11,粉末消火器（５０型）,東京都台東区谷中5-7-4,139.7666585,35.72613473,
谷中-12,粉末消火器（５０型）,東京都台東区谷中5-9-16,139.7676449,35.72679337,
谷中-13,粉末消火器（５０型）,東京都台東区谷中5-9-26,139.7679037,35.72649684,
谷中-14,粉末消火器（５０型）,東京都台東区谷中5-9-17,139.7679579,35.72707744,
谷中-15,粉末消火器（５０型）,東京都台東区谷中5-9-22,139.7680751,35.72692493,
谷中-16,粉末消火器（５０型）,東京都台東区谷中5-10-10,139.7669763,35.72682192,
谷中-17,粉末消火器（５０型）,東京都台東区谷中5-11-2,139.7678574,35.72724662,
谷中-18,粉末消火器（５０型）,東京都台東区谷中7-18-13,139.7685969,35.72727903,
谷中-20,粉末消火器（５０型）,東京都台東区谷中7-18-6,139.7684676,35.72639755,
谷中-21,粉末消火器（５０型）,東京都台東区谷中3-2-24,139.7648517,35.7247704,
谷中-22,粉末消火器（５０型）,東京都台東区谷中3-2-22,139.7669885,35.72566485,
谷中-23,粉末消火器（５０型）,東京都台東区谷中3-2-21,139.7650436,35.72514275,
谷中-24,粉末消火器（５０型）,東京都台東区谷中3-1-2,139.7653149,35.72467259,
谷中-25,粉末消火器（５０型）,東京都台東区谷中4-3-22,139.7669821,35.72289088,
谷中-26,粉末消火器（５０型）,東京都台東区谷中7-10-12,139.7718389,35.72606142,
谷中-27,粉末消火器（５０型）,東京都台東区谷中7-14-8,139.7710814,35.72695334,
谷中-28,粉末消火器（５０型）,東京都台東区谷中1-6-7,139.7687445,35.72098356,
谷中-29,粉末消火器（５０型）,東京都台東区谷中4-3-5,139.7667093,35.72168778,
谷中-30,粉末消火器（５０型）,東京都台東区谷中1-7-22,139.7665241,35.72028995,
谷中-31,粉末消火器（５０型）,東京都台東区谷中1-4-4,139.766857,35.71951345,
谷中-32,粉末消火器（５０型）,東京都台東区谷中1-7-8,139.7677127,35.72038365,
谷中-33,粉末消火器（５０型）,東京都台東区上野桜木2-9-3,139.7723406,35.72173,
谷中-34,粉末消火器（５０型）,東京都台東区谷中7-17-6,139.7688257,35.72549236,
谷中-35,粉末消火器（５０型）,東京都台東区谷中7-17-6,139.7688224,35.72536024,
谷中-36,粉末消火器（５０型）,東京都台東区谷中3-1-14,139.7655564,35.72500103,
谷中-37,粉末消火器（５０型）,東京都台東区上野桜木1-9-1,139.7709391,35.7204485,
谷中-38,粉末消火器（５０型）,東京都台東区上野桜木2-7-7,139.7718591,35.7219926,
根岸-2,粉末消火器（５０型）,東京都台東区根岸1-7-11,139.7779129,35.72251087,
根岸-3,粉末消火器（５０型）,東京都台東区根岸1-5-17,139.7792851,35.72211903,
根岸-4,粉末消火器（５０型）,東京都台東区根岸1-3-21,139.7796355,35.72120746,
根岸-6,粉末消火器（５０型）,東京都台東区根岸2-5-16,139.7762496,35.72416742,
根岸-8,粉末消火器（５０型）,東京都台東区根岸2-21-12,139.7742985,35.72638055,
根岸-9,粉末消火器（５０型）,東京都台東区根岸2-9-4,139.7752571,35.72499045,
根岸-10,粉末消火器（５０型）,東京都台東区根岸3-11-4,139.7800668,35.72384543,
根岸-11,粉末消火器（５０型）,東京都台東区根岸3-12,139.7812932,35.72367131,
根岸-12,粉末消火器（５０型）,東京都台東区根岸3-16-5,139.7829984,35.7232428,
根岸-13,粉末消火器（５０型）,東京都台東区根岸3-22-14,139.7822667,35.72434619,
根岸-14,粉末消火器（５０型）,東京都台東区根岸4-6-13,139.7827057,35.72529507,
根岸-15,粉末消火器（５０型）,東京都台東区根岸4-3-6,139.7841797,35.72501918,
根岸-17,粉末消火器（５０型）,東京都台東区根岸3-12-22,139.7805703,35.72369501,
根岸-18,粉末消火器（５０型）,東京都台東区根岸3-19-4,139.7828873,35.72416462,
根岸-19,粉末消火器（５０型）,東京都台東区根岸4-9-2,139.7822411,35.72523535,
根岸-20,粉末消火器（５０型）,東京都台東区根岸1-8-18,139.777628,35.72275974,
根岸-23,粉末消火器（５０型）,東京都台東区根岸3-6-23,139.7801502,35.72267194,
根岸-24,粉末消火器（５０型）,東京都台東区根岸2-4-1,139.7763476,35.72375363,
根岸-25,粉末消火器（５０型）,東京都台東区根岸2-8-6,139.7746672,35.72542805,
根岸-26,粉末消火器（５０型）,東京都台東区根岸2-18-11,139.7770568,35.72516822,
根岸-27,粉末消火器（５０型）,東京都台東区根岸3-7-13,139.7801674,35.7231022,
根岸-29,粉末消火器（５０型）,東京都台東区根岸4-4-10,139.783719,35.72494792,
根岸-31,粉末消火器（５０型）,東京都台東区根岸4-11-11,139.7826832,35.72639137,
根岸-32,粉末消火器（５０型）,東京都台東区根岸4-16-17,139.7846381,35.72597488,
根岸-33,粉末消火器（５０型）,東京都台東区根岸5-7-4,139.784414,35.7272029,
根岸-34,粉末消火器（５０型）,東京都台東区根岸5-8-9,139.7851763,35.72713668,
根岸-35,粉末消火器（５０型）,東京都台東区根岸5-5-2,139.7854567,35.72691095,
根岸-36,粉末消火器（５０型）,東京都台東区根岸5-10-17,139.7872533,35.72729984,
根岸-37,粉末消火器（５０型）,東京都台東区根岸5-4-17,139.7858935,35.72610327,
根岸-38,粉末消火器（５０型）,東京都台東区根岸5-13,139.7878356,35.7269841,
清川-1,粉末消火器（５０型）,東京都台東区東浅草1-13-2,139.7996975,35.72167403,
清川-2,粉末消火器（５０型）,東京都台東区千束4-3-3,139.7973364,35.72300674,
清川-3,粉末消火器（５０型）,東京都台東区日本堤1-32-10,139.7969889,35.7257608,
清川-4,粉末消火器（５０型）,東京都台東区日本堤2-25-4,139.7971166,35.72787697,
清川-5,粉末消火器（５０型）,東京都台東区日本堤2-23-13,139.79679,35.72808641,
清川-6,粉末消火器（５０型）,東京都台東区今戸1-17-3,139.803381,35.71983842,
清川-7,粉末消火器（５０型）,東京都台東区今戸2-35-8,139.8038044,35.72279301,
清川-8,粉末消火器（５０型）,東京都台東区今戸2-24-3,139.8061835,35.72136366,
清川-9,粉末消火器（５０型）,東京都台東区橋場1-14-7,139.8071184,35.72366706,
清川-10,粉末消火器（５０型）,東京都台東区橋場1-21-5,139.8065199,35.72473381,
清川-11,粉末消火器（５０型）,東京都台東区橋場2-1-12,139.808444,35.7268575,
清川-12,粉末消火器（５０型）,東京都台東区橋場2-19-4,139.806848,35.72743384,
清川-13,粉末消火器（５０型）,東京都台東区今戸1-14-4,139.8026744,35.72011857,
清川-14,粉末消火器（５０型）,東京都台東区今戸2-13-6,139.8022631,35.72154382,
清川-16,粉末消火器（５０型）,東京都台東区東浅草2-17-15,139.8011781,35.72489831,
清川-17,粉末消火器（５０型）,東京都台東区清川2-15-14,139.8010019,35.72680087,
清川-18,粉末消火器（５０型）,東京都台東区日本堤2-29-4,139.7990201,35.72858246,
清川-19,粉末消火器（５０型）,東京都台東区清川1-21-13,139.802462,35.72525148,
清川-20,粉末消火器（５０型）,東京都台東区清川2-19-2,139.8018304,35.72757177,
清川-21,粉末消火器（５０型）,東京都台東区清川1-2-11,139.80404,35.72336545,
清川-22,粉末消火器（５０型）,東京都台東区清川1-13-11,139.8047054,35.72499923,
清川-23,粉末消火器（５０型）,東京都台東区橋場2-5-3,139.8057692,35.72634978,
清川-24,粉末消火器（５０型）,東京都台東区東浅草2-12-1,139.8004294,35.72366947,
清川-25,粉末消火器（５０型）,東京都台東区東浅草2-12-13,139.8000794,35.72405672,
清川-26,粉末消火器（５０型）,東京都台東区日本堤1-13-8,139.798262,35.72581522,
清川-27,粉末消火器（５０型）,東京都台東区日本堤2-6-8,139.7980118,35.72733123,
清川-28,粉末消火器（５０型）,東京都台東区清川2-22,139.8040031,35.72751511,
寿-1,粉末消火器（５０型）,東京都台東区寿1-8-3,139.7898425,35.70723777,
,,,,,歩道等に設置されている消火器の位置情報をオープンデータとして提供します。
,,,,,区管理消火器は、緑色の円柱上の収納箱に入った強化液消火器（３型）と赤色の収納箱に入った大型の粉末消火器（５０型）が設置されています。
,,,,,（注１）道路工事等により、一時的な撤去や移設を行う場合があります。
,,,,,（注２）区管理消火器のほか、赤色の収納箱に入った町会管理消火器(粉末消火器１０型・５０型、強化液消火器３型）が配置されています。
